2.67405,2.97559,3.1551,3.36488,3.50512,3.55424,3.55408,3.53119,3.52176,3.54858,
2.78026,2.91275,3.2199,3.26922,3.20119,3.31541,3.49592,3.60339,3.63311,3.53616,
2.80796,2.94092,3.1036,3.26309,3.38354,3.45361,3.48546,3.49199,3.47843,3.4009,
3.37563,2.72227,3.60069,3.46061,2.97252,3.22829,3.62524,3.77675,3.87837,3.10363,
2.83268,2.92857,3.09694,3.19517,3.24761,3.33625,3.43964,3.50778,3.51453,3.4079,
2.61686,2.87653,3.05531,3.20034,3.31237,3.39121,3.44214,3.47291,3.49907,3.57661,
2.78294,2.89303,3.04077,3.1706,3.27438,3.35673,3.41898,3.45844,3.46832,3.40646,
2.84431,3.46457,2.8817,3.88591,4.12571,3.89914,3.76669,3.52216,3.76504,3.00917,
2.91266,3.13229,3.17633,3.53623,3.7178,3.70416,3.64546,3.55691,3.52884,3.27165,
4.07533,4.03721,3.16463,4.02115,4.17249,3.88022,3.68288,3.34963,3.42634,2.25977,1.97268,2.21718,2.48295,2.25754,2.15517,2.01605,2.5572,2.67834,2.51731,2.71285,3.50803,3.23081,3.32885,3.01614,2.81026,2.45803,2.43139,2.75528,2.09466,2.3546,2.1357,2.20591,
4.2641,3.9089,3.60014,3.74749,3.7886,3.66549,3.50166,3.28932,3.09596,2.64008,2.41375,2.41309,2.45707,2.39204,2.34709,2.35184,2.53442,2.63886,2.67804,2.82607,3.08845,3.08634,3.06848,2.92543,2.76686,2.59047,2.51224,2.49507,2.26876,2.18804,1.98229,1.68795,
4.07216,3.73415,3.57953,3.58009,3.5689,3.49151,3.36895,3.21001,3.02809,2.79083,2.62916,2.56438,2.54018,2.50647,2.48929,2.50981,2.58975,2.66465,2.72993,2.82494,2.93335,2.95763,2.93328,2.85025,2.74127,2.62476,2.53204,2.44399,2.29729,2.14648,1.91749,1.56359,
3.29038,3.37601,3.40376,3.42442,3.41541,3.36268,3.27262,3.15368,3.01557,2.86599,2.74769,2.67506,2.63281,2.60435,2.59381,2.60836,2.65011,2.70006,2.75207,2.81041,2.86237,2.87757,2.85675,2.80102,2.72322,2.63526,2.54716,2.45157,2.32991,2.18312,1.97759,1.64893,
2.71336,3.07576,3.23506,3.29842,3.30564,3.27118,3.20517,3.11653,3.0145,2.90986,2.82054,2.75537,2.71166,2.6843,2.67322,2.67972,2.70227,2.73342,2.76788,2.80226,2.82814,2.83353,2.81513,2.77385,2.71534,2.64589,2.56977,2.48522,2.38765,2.27849,2.16083,2.05453,
2.48729,2.97862,3.16231,3.22854,3.23757,3.21122,3.16034,3.09276,3.01604,2.93842,2.86924,2.8142,2.77416,2.74795,2.73507,2.73501,2.74583,2.76346,2.78376,2.80259,2.81441,2.81326,2.79638,2.7639,2.71839,2.6632,2.60081,2.53187,2.457,2.38237,2.33269,2.40837,
3.25717,3.18912,3.20702,3.21586,3.20487,3.17581,3.1322,3.07815,3.01847,2.95853,2.90379,2.85804,2.82283,2.79829,2.78408,2.77941,2.78257,2.79085,2.8011,2.80994,2.81364,2.80873,2.79324,2.76697,2.73114,2.68768,2.63841,2.58446,2.5261,2.46129,2.37921,2.24624,
3.35227,3.31366,3.26081,3.223,3.19022,3.15495,3.11448,3.06917,3.02114,2.97346,2.92935,2.89133,2.86082,2.83828,2.82356,2.81598,2.81418,2.81625,2.81984,2.82244,2.82148,2.81475,2.80089,2.77959,2.75151,2.71798,2.68068,2.64146,2.60167,2.55746,2.47662,2.19739,
3.83824,3.45246,3.29953,3.22513,3.17806,3.13929,3.10161,3.06289,3.02346,2.9848,2.9488,2.91711,2.89082,2.87043,2.85591,2.84674,2.84194,2.84011,2.83956,2.83849,2.8351,2.82791,2.81596,2.79898,2.77734,2.75204,2.72485,2.69903,2.68165,2.69026,2.77241,3.06669,
3.54823,3.35841,3.25972,3.19991,3.1576,3.12254,3.08977,3.05733,3.02499,2.99349,2.96395,2.93749,2.91493,2.89672,2.8829,2.87314,2.86673,2.86269,2.85982,2.85683,2.85251,2.84582,2.83607,2.82302,2.80681,2.788,2.76767,2.74815,2.73564,2.74952,2.85608,3.29695,
2.99627,3.17321,3.18104,3.15719,3.1299,3.10348,3.0776,3.05167,3.02569,3.00021,2.97601,2.95395,2.93468,2.91861,2.90583,2.89616,2.88914,2.88409,2.88017,2.87652,2.87228,2.86677,2.85949,2.85022,2.83888,2.82546,2.80967,2.79025,2.76326,2.7161,2.60543,2.26505,
3.26363,3.15713,3.13402,3.11793,3.10131,3.08387,3.06547,3.04605,3.0259,3.00562,2.98594,2.96761,2.95123,2.93719,2.92564,2.91654,2.90958,2.90434,2.90027,2.89678,2.89333,2.88947,2.88491,2.87947,2.87303,2.8653,2.85528,2.83994,2.81103,2.74618,2.58449,2.1578,
2.90114,3.05766,3.07998,3.07918,3.07354,3.06524,3.05435,3.04115,3.02624,3.01042,2.99453,2.97933,2.96543,2.95326,2.94302,2.93475,2.9283,2.92342,2.91977,2.91699,2.91477,2.91288,2.91119,2.9097,2.90847,2.90744,2.90619,2.90321,2.89474,2.8731,2.82854,2.78168,
3.28325,3.09239,3.04906,3.04526,3.04843,3.04918,3.04555,3.03795,3.02748,3.01528,3.00241,2.98973,2.97791,2.96738,2.95842,2.95113,2.94545,2.94127,2.93839,2.93664,2.93589,2.93608,2.93727,2.93969,2.94369,2.94981,2.95882,2.97196,2.99162,3.02293,3.0749,3.14038,
3.13948,2.97959,2.97862,3.00437,3.02575,3.0375,3.04071,3.03764,3.03043,3.0208,3.01009,2.99928,2.98907,2.97994,2.97216,2.96588,2.9611,2.95779,2.95588,2.9553,2.95606,2.95826,2.96213,2.96808,2.97678,2.98928,3.00732,3.03419,3.07684,3.15212,3.30773,3.70494,
2.29506,2.70788,2.88145,2.96783,3.0127,3.03436,3.04213,3.04146,3.03579,3.02741,3.01787,3.00821,2.99915,2.99113,2.9844,2.97911,2.97528,2.97292,2.97202,2.9726,2.97478,2.97876,2.98489,2.99373,3.00608,3.02319,3.04699,3.08065,3.12942,3.20097,3.29896,3.37164,
2.33289,2.67542,2.87145,2.97282,3.02284,3.04511,3.052,3.05027,3.04386,3.03518,3.02575,3.01655,3.00818,3.00101,2.99521,2.99087,2.98799,2.98658,2.98666,2.98831,2.99169,2.9971,3.00495,3.01585,3.03063,3.05041,3.07679,3.11199,3.15922,3.22339,3.31549,3.48268,
2.36109,2.78947,2.9561,3.02916,3.06072,3.07123,3.07047,3.06376,3.0542,3.04369,3.0334,3.02405,3.01602,3.00951,3.00456,3.00115,2.99923,2.99875,2.99973,3.00227,3.00658,3.01298,3.02195,3.0341,3.05016,3.07104,3.09775,3.1313,3.17209,3.21788,3.25692,3.24358,
